,IP,Pit,Str,BA,OBP,SLG,OPS,SO
185,1.1,57.0,29.0,0.245,0.328,0.411,0.739,4.0
186,5.0,80.0,50.0,0.245,0.329,0.435,0.764,1.0
187,4.1,93.0,56.0,0.241,0.324,0.404,0.729,7.0
188,4.0,74.0,45.0,0.242,0.314,0.395,0.709,2.0
189,7.0,80.0,50.0,0.231,0.313,0.375,0.688,1.0
190,5.0,82.0,51.0,0.231,0.318,0.412,0.729,6.0
191,7.0,97.0,60.0,0.237,0.316,0.402,0.718,7.0
192,5.0,80.0,50.0,0.234,0.306,0.384,0.69,4.0
193,5.0,80.0,50.0,0.234,0.32,0.424,0.745,4.0
194,6.0,80.0,50.0,0.226,0.298,0.375,0.673,3.0
195,5.0,82.0,54.0,0.25,0.334,0.38,0.714,7.0
196,5.0,95.0,60.0,0.215,0.301,0.375,0.677,3.0
197,4.2,77.0,45.0,0.216,0.304,0.36,0.664,9.0
198,1.2,80.0,50.0,0.17,0.234,0.319,0.552,5.0
199,6.0,80.0,50.0,0.245,0.322,0.392,0.714,5.0
200,5.0,80.0,50.0,0.271,0.349,0.493,0.841,6.0
201,3.2,80.0,50.0,0.264,0.333,0.479,0.812,5.0
202,6.0,80.0,50.0,0.261,0.343,0.464,0.807,2.0
203,5.0,80.0,50.0,0.261,0.344,0.451,0.796,4.0
204,5.1,71.0,39.0,0.26,0.329,0.458,0.786,1.0
205,2.0,32.0,22.0,0.257,0.345,0.402,0.747,0.0
206,3.0,80.0,50.0,0.261,0.35,0.381,0.731,1.0
207,3.1,57.0,31.0,0.234,0.285,0.403,0.688,1.0
208,4.0,68.0,42.0,0.224,0.297,0.379,0.676,0.0
209,1.0,13.0,9.0,0.245,0.319,0.426,0.745,0.0
210,2.0,80.0,50.0,0.26,0.339,0.458,0.796,0.0
211,2.0,35.0,19.0,0.257,0.327,0.435,0.762,1.0
212,5.0,102.0,59.0,0.251,0.33,0.447,0.777,2.0
213,6.0,80.0,50.0,0.249,0.319,0.432,0.751,2.0
214,6.0,75.0,47.0,0.238,0.303,0.396,0.7,4.0
215,3.2,80.0,50.0,0.263,0.337,0.457,0.794,2.0
216,4.0,80.0,50.0,0.264,0.323,0.451,0.774,4.0
217,6.0,66.0,40.0,0.24,0.3,0.399,0.699,2.0
218,3.2,84.0,43.0,0.242,0.321,0.415,0.736,2.0
219,6.0,81.0,49.0,0.257,0.321,0.455,0.776,1.0
220,6.0,90.0,57.0,0.232,0.297,0.415,0.712,1.0
221,4.0,85.0,47.0,0.237,0.307,0.412,0.719,5.0
222,5.0,83.0,51.0,0.225,0.287,0.329,0.615,3.0
223,5.0,80.0,50.0,0.244,0.323,0.398,0.721,4.0
224,2.2,80.0,50.0,0.248,0.327,0.398,0.725,1.0
225,2.0,27.0,18.0,0.249,0.33,0.403,0.733,2.0
226,1.0,80.0,50.0,0.258,0.346,0.46,0.807,1.0
227,1.0,26.0,12.0,0.247,0.325,0.439,0.764,0.0
228,4.0,49.0,34.0,0.222,0.285,0.405,0.69,1.0
229,5.0,95.0,57.0,0.23,0.295,0.364,0.659,6.0
230,6.0,94.0,57.0,0.229,0.293,0.361,0.654,4.0
231,2.0,46.0,24.0,0.256,0.318,0.426,0.745,3.0
232,5.0,81.0,52.0,0.257,0.329,0.429,0.758,0.0
233,7.0,95.0,57.0,0.215,0.28,0.344,0.624,3.0
234,4.1,81.0,46.0,0.232,0.315,0.385,0.7,4.0
235,5.0,79.0,45.0,0.242,0.32,0.381,0.701,2.0
236,5.0,80.0,50.0,0.243,0.319,0.384,0.702,4.0
237,5.0,91.0,56.0,0.242,0.316,0.389,0.705,4.0
238,4.1,80.0,50.0,0.257,0.328,0.407,0.735,3.0
239,5.2,108.0,66.0,0.251,0.321,0.406,0.726,2.0
240,5.0,93.0,54.0,0.225,0.304,0.386,0.69,4.0
241,5.0,90.0,52.0,0.248,0.313,0.444,0.757,4.0
242,5.0,105.0,59.0,0.256,0.344,0.441,0.785,3.0
243,4.1,98.0,58.0,0.241,0.332,0.433,0.765,6.0
244,5.0,80.0,50.0,0.239,0.33,0.429,0.759,4.0
245,3.1,80.0,50.0,0.261,0.345,0.462,0.807,6.0
246,5.0,85.0,55.0,0.253,0.316,0.424,0.74,1.0
247,7.0,92.0,62.0,0.241,0.317,0.374,0.691,4.0
248,5.0,80.0,50.0,0.248,0.317,0.437,0.754,5.0
249,2.2,71.0,42.0,0.257,0.345,0.402,0.747,1.0
250,5.1,91.0,57.0,0.249,0.323,0.446,0.769,2.0
251,5.0,88.0,56.0,0.257,0.308,0.424,0.732,4.0
252,5.0,84.0,50.0,0.241,0.299,0.372,0.671,7.0
253,7.0,109.0,67.0,0.259,0.338,0.456,0.794,1.0
254,7.0,80.0,50.0,0.27,0.338,0.495,0.834,3.0
255,5.0,80.0,50.0,0.258,0.328,0.439,0.767,5.0
256,5.0,80.0,50.0,0.241,0.297,0.37,0.668,2.0
257,8.1,112.0,76.0,0.252,0.331,0.449,0.779,6.0
258,4.0,80.0,50.0,0.249,0.329,0.445,0.774,6.0
259,5.0,88.0,55.0,0.253,0.324,0.437,0.762,5.0
260,6.0,87.0,60.0,0.238,0.303,0.396,0.699,3.0
261,5.0,80.0,50.0,0.263,0.337,0.459,0.796,3.0
262,7.0,89.0,58.0,0.262,0.343,0.469,0.812,6.0
263,5.0,80.0,50.0,0.261,0.336,0.456,0.792,6.0
264,6.0,80.0,50.0,0.246,0.324,0.422,0.746,4.0
265,6.0,80.0,50.0,0.239,0.297,0.356,0.653,2.0
266,6.0,110.0,73.0,0.228,0.289,0.375,0.664,2.0
267,6.0,97.0,60.0,0.267,0.342,0.463,0.805,8.0
268,6.0,98.0,62.0,0.258,0.322,0.461,0.783,6.0
269,6.0,69.0,48.0,0.251,0.31,0.397,0.707,3.0
270,5.1,80.0,55.0,0.253,0.313,0.401,0.714,1.0
271,6.0,80.0,52.0,0.258,0.332,0.433,0.765,7.0
272,1.1,80.0,50.0,0.248,0.327,0.398,0.725,7.0
273,4.1,80.0,50.0,0.258,0.346,0.46,0.807,2.0
274,4.2,80.0,50.0,0.25,0.338,0.428,0.767,3.0
275,5.0,80.0,50.0,0.267,0.347,0.45,0.797,9.0
276,5.0,80.0,50.0,0.234,0.295,0.392,0.687,7.0
277,5.1,90.0,52.0,0.215,0.277,0.326,0.603,3.0
278,7.0,100.0,63.0,0.24,0.318,0.382,0.7,6.0
279,5.2,83.0,50.0,0.263,0.371,0.485,0.855,2.0
280,4.0,80.0,50.0,0.269,0.388,0.527,0.915,6.0
281,4.1,68.0,40.0,0.276,0.343,0.502,0.845,2.0
282,6.0,88.0,47.0,0.238,0.318,0.381,0.699,1.0
283,6.2,98.0,59.0,0.236,0.312,0.388,0.7,2.0
284,4.0,83.0,53.0,0.239,0.318,0.408,0.726,8.0
285,5.0,96.0,60.0,0.258,0.329,0.417,0.745,2.0
286,6.0,93.0,54.0,0.23,0.305,0.402,0.707,5.0
287,6.0,96.0,59.0,0.261,0.327,0.431,0.758,7.0
288,5.0,87.0,44.0,0.255,0.323,0.42,0.743,6.0
289,6.1,83.0,50.0,0.252,0.329,0.417,0.747,2.0
290,5.2,93.0,59.0,0.238,0.318,0.402,0.72,2.0
291,6.1,93.0,55.0,0.252,0.313,0.404,0.718,2.0
292,5.1,99.0,61.0,0.25,0.328,0.401,0.729,5.0
293,7.0,91.0,60.0,0.274,0.341,0.46,0.801,6.0
294,5.0,93.0,59.0,0.257,0.337,0.416,0.753,6.0
295,7.0,102.0,68.0,0.229,0.307,0.386,0.693,2.0
296,5.0,91.0,52.0,0.233,0.323,0.402,0.725,9.0
297,6.0,102.0,63.0,0.257,0.32,0.394,0.714,3.0
298,5.0,91.0,49.0,0.246,0.316,0.4,0.716,3.0
299,6.0,98.0,61.0,0.263,0.328,0.433,0.762,5.0
300,5.0,88.0,50.0,0.242,0.331,0.461,0.791,4.0
301,6.1,108.0,66.0,0.231,0.295,0.384,0.679,2.0
302,6.0,74.0,49.0,0.228,0.293,0.353,0.646,6.0
303,6.0,97.0,61.0,0.241,0.324,0.38,0.705,3.0
304,6.0,96.0,66.0,0.242,0.321,0.425,0.745,1.0
305,7.0,80.0,57.0,0.27,0.341,0.436,0.777,3.0
306,5.1,91.0,57.0,0.267,0.346,0.456,0.802,6.0
307,6.0,96.0,63.0,0.23,0.3,0.382,0.682,2.0
308,6.0,94.0,61.0,0.239,0.33,0.359,0.689,6.0
309,5.0,86.0,53.0,0.243,0.333,0.42,0.754,4.0
310,6.0,92.0,63.0,0.284,0.348,0.542,0.89,3.0
311,3.0,85.0,48.0,0.3,0.391,0.35,0.741,3.0
312,0.2,10.0,6.0,0.253,0.318,0.445,0.763,3.0
313,6.0,92.0,60.0,0.236,0.304,0.39,0.694,1.0
314,6.2,69.0,54.0,0.255,0.317,0.424,0.741,4.0
315,7.0,85.0,60.0,0.256,0.327,0.407,0.735,2.0
316,6.0,82.0,52.0,0.241,0.308,0.379,0.687,5.0
317,5.1,97.0,56.0,0.241,0.32,0.379,0.699,5.0
318,6.0,97.0,59.0,0.245,0.318,0.395,0.713,3.0
319,0.2,43.0,22.0,0.249,0.312,0.421,0.733,3.0
320,4.1,90.0,59.0,0.257,0.327,0.405,0.733,0.0
321,0.2,45.0,26.0,0.256,0.335,0.44,0.775,4.0
322,5.0,99.0,64.0,0.224,0.303,0.385,0.688,0.0
323,5.0,106.0,66.0,0.249,0.314,0.445,0.759,7.0
324,6.0,102.0,61.0,0.251,0.316,0.446,0.762,8.0
325,7.0,97.0,67.0,0.245,0.311,0.397,0.708,4.0
326,8.0,113.0,73.0,0.219,0.287,0.363,0.65,4.0
327,4.0,83.0,63.0,0.231,0.299,0.38,0.679,12.0
328,3.1,84.0,53.0,0.253,0.321,0.429,0.75,6.0
329,6.0,103.0,63.0,0.231,0.307,0.397,0.704,2.0
330,6.0,91.0,58.0,0.231,0.302,0.368,0.67,2.0
331,4.1,80.0,50.0,0.268,0.339,0.412,0.75,5.0
332,6.1,80.0,54.0,0.261,0.325,0.401,0.726,6.0
333,5.0,79.0,52.0,0.238,0.315,0.415,0.731,3.0
334,6.0,86.0,54.0,0.229,0.309,0.408,0.717,3.0
335,5.0,80.0,50.0,0.256,0.336,0.381,0.717,5.0
336,8.0,94.0,70.0,0.262,0.331,0.424,0.755,5.0
337,6.0,90.0,62.0,0.232,0.32,0.37,0.69,3.0
338,1.2,60.0,34.0,0.225,0.299,0.369,0.668,8.0
339,5.1,80.0,50.0,0.266,0.332,0.379,0.711,4.0
340,2.2,83.0,50.0,0.255,0.358,0.413,0.771,4.0
341,4.0,76.0,44.0,0.343,0.452,0.4,0.852,3.0
342,6.2,80.0,50.0,0.248,0.327,0.425,0.752,9.0
343,4.0,87.0,51.0,0.248,0.316,0.416,0.732,7.0
344,7.0,101.0,64.0,0.234,0.306,0.363,0.669,5.0
345,7.0,114.0,73.0,0.24,0.316,0.39,0.705,4.0
346,5.0,80.0,50.0,0.241,0.319,0.409,0.729,4.0
347,3.0,58.0,36.0,0.237,0.304,0.377,0.681,4.0
348,6.1,80.0,50.0,0.233,0.317,0.399,0.716,3.0
349,4.2,97.0,57.0,0.242,0.322,0.43,0.752,7.0
350,6.0,68.0,45.0,0.242,0.322,0.428,0.75,5.0
351,7.0,93.0,66.0,0.243,0.321,0.405,0.725,5.0
352,5.0,80.0,50.0,0.241,0.319,0.403,0.723,8.0
353,5.1,91.0,60.0,0.236,0.301,0.391,0.693,2.0
354,5.1,89.0,54.0,0.247,0.33,0.413,0.743,4.0
355,6.0,106.0,66.0,0.242,0.325,0.406,0.731,3.0
356,4.2,97.0,62.0,0.239,0.336,0.412,0.748,3.0
357,6.0,77.0,55.0,0.232,0.301,0.371,0.672,2.0
358,6.0,85.0,53.0,0.231,0.31,0.378,0.688,6.0
359,8.1,110.0,76.0,0.228,0.298,0.351,0.649,7.0
360,5.0,80.0,50.0,0.229,0.317,0.392,0.709,7.0
361,5.1,79.0,50.0,0.234,0.315,0.432,0.747,3.0
362,5.0,78.0,47.0,0.212,0.298,0.358,0.656,4.0
363,5.2,80.0,50.0,0.235,0.301,0.383,0.684,5.0
364,5.0,87.0,54.0,0.238,0.321,0.409,0.73,3.0
365,7.0,80.0,50.0,0.236,0.306,0.382,0.688,4.0
366,6.0,81.0,48.0,0.225,0.32,0.387,0.707,9.0
367,7.0,93.0,62.0,0.229,0.31,0.36,0.671,2.0
368,4.0,79.0,48.0,0.248,0.333,0.381,0.714,4.0
369,6.0,80.0,50.0,0.226,0.306,0.403,0.709,3.0
370,2.0,63.0,35.0,0.228,0.316,0.397,0.713,5.0
371,4.1,80.0,50.0,0.293,0.394,0.476,0.87,1.0
372,6.0,80.0,50.0,0.248,0.324,0.397,0.722,3.0
373,7.0,108.0,73.0,0.271,0.347,0.488,0.835,7.0
374,5.1,80.0,50.0,0.267,0.339,0.483,0.822,8.0
375,5.0,92.0,55.0,0.261,0.345,0.465,0.81,6.0
376,6.0,96.0,64.0,0.263,0.346,0.451,0.797,2.0
377,6.1,102.0,66.0,0.236,0.316,0.371,0.686,3.0
378,5.0,94.0,61.0,0.265,0.332,0.464,0.797,9.0
379,6.0,87.0,54.0,0.253,0.342,0.386,0.728,2.0
380,5.2,102.0,66.0,0.263,0.349,0.39,0.739,4.0
381,6.1,80.0,50.0,0.2,0.273,0.367,0.639,8.0
382,6.0,108.0,64.0,0.246,0.32,0.427,0.747,8.0
383,6.0,80.0,50.0,0.246,0.321,0.412,0.733,6.0
384,6.0,100.0,65.0,0.27,0.338,0.495,0.833,11.0
385,5.0,107.0,63.0,0.26,0.338,0.457,0.795,3.0
386,6.0,95.0,63.0,0.239,0.296,0.368,0.663,9.0
387,7.0,104.0,69.0,0.245,0.308,0.411,0.718,8.0
388,8.0,93.0,63.0,0.262,0.32,0.421,0.741,9.0
389,6.0,110.0,61.0,0.248,0.328,0.44,0.768,4.0
390,6.0,80.0,50.0,0.253,0.325,0.438,0.763,8.0
391,5.1,87.0,55.0,0.258,0.327,0.446,0.774,8.0
392,6.0,107.0,67.0,0.262,0.336,0.455,0.791,5.0
393,6.0,106.0,64.0,0.264,0.323,0.451,0.774,8.0
394,5.0,80.0,50.0,0.262,0.336,0.458,0.794,7.0
395,6.0,103.0,68.0,0.246,0.324,0.422,0.746,5.0
396,7.0,104.0,69.0,0.245,0.307,0.399,0.706,10.0
397,7.0,87.0,56.0,0.239,0.296,0.357,0.654,11.0
398,7.0,100.0,70.0,0.237,0.295,0.352,0.647,7.0
399,7.0,80.0,50.0,0.241,0.32,0.414,0.734,9.0
400,5.0,88.0,53.0,0.251,0.31,0.399,0.709,8.0
401,5.0,101.0,57.0,0.232,0.297,0.416,0.713,5.0
402,2.2,80.0,50.0,0.236,0.307,0.413,0.72,6.0
403,9.0,116.0,70.0,0.223,0.284,0.325,0.61,2.0
404,5.0,80.0,50.0,0.244,0.322,0.396,0.719,5.0
405,8.0,108.0,72.0,0.247,0.327,0.398,0.725,7.0
406,7.0,107.0,65.0,0.257,0.346,0.456,0.802,11.0
407,6.0,80.0,50.0,0.25,0.338,0.432,0.77,8.0
408,5.0,92.0,52.0,0.269,0.349,0.457,0.807,6.0
409,6.0,103.0,66.0,0.229,0.288,0.382,0.67,5.0
410,7.2,107.0,71.0,0.205,0.266,0.336,0.602,6.0
411,7.0,106.0,65.0,0.241,0.321,0.377,0.698,9.0
412,6.0,86.0,57.0,0.266,0.331,0.423,0.754,11.0
413,6.0,94.0,55.0,0.291,0.35,0.391,0.741,9.0
414,7.0,80.0,50.0,0.241,0.299,0.371,0.67,10.0
415,5.0,99.0,67.0,0.246,0.321,0.414,0.735,6.0
416,6.0,104.0,66.0,0.27,0.338,0.494,0.832,6.0
417,6.0,115.0,71.0,0.26,0.337,0.456,0.794,7.0
418,8.0,107.0,81.0,0.239,0.296,0.368,0.665,7.0
419,6.0,113.0,74.0,0.251,0.33,0.447,0.778,14.0
420,7.0,94.0,60.0,0.263,0.321,0.423,0.744,10.0
421,5.2,80.0,50.0,0.25,0.319,0.433,0.752,6.0
422,7.0,80.0,50.0,0.254,0.325,0.438,0.763,4.0
423,4.2,98.0,60.0,0.258,0.327,0.446,0.773,6.0
424,7.0,100.0,67.0,0.261,0.343,0.468,0.81,7.0
425,6.0,107.0,64.0,0.265,0.324,0.453,0.777,9.0
426,5.1,106.0,65.0,0.261,0.335,0.458,0.792,8.0
427,6.0,80.0,50.0,0.246,0.325,0.422,0.747,7.0
428,7.1,110.0,80.0,0.238,0.296,0.355,0.652,6.0
429,7.0,111.0,75.0,0.236,0.295,0.351,0.646,14.0
430,6.0,80.0,50.0,0.266,0.341,0.461,0.802,4.0
431,5.0,80.0,50.0,0.257,0.322,0.461,0.783,5.0
432,7.0,104.0,72.0,0.232,0.295,0.41,0.705,5.0
433,5.0,105.0,67.0,0.252,0.313,0.398,0.711,6.0
434,7.0,80.0,50.0,0.259,0.334,0.436,0.77,6.0
435,7.0,80.0,50.0,0.243,0.323,0.399,0.722,11.0
436,8.0,80.0,50.0,0.254,0.344,0.451,0.794,5.0
437,6.0,80.0,50.0,0.255,0.345,0.455,0.8,7.0
438,6.2,106.0,67.0,0.245,0.323,0.434,0.757,7.0
439,6.2,108.0,69.0,0.268,0.347,0.442,0.789,11.0
440,7.0,100.0,66.0,0.221,0.284,0.404,0.688,9.0
441,8.0,104.0,67.0,0.215,0.28,0.326,0.606,9.0
442,6.0,97.0,68.0,0.204,0.263,0.329,0.591,11.0
443,4.0,80.0,50.0,0.259,0.365,0.479,0.844,8.0
444,6.2,108.0,67.0,0.256,0.323,0.366,0.689,3.0
445,6.0,96.0,62.0,0.268,0.342,0.394,0.736,9.0
446,6.2,89.0,62.0,0.263,0.33,0.433,0.763,6.0
447,4.1,82.0,53.0,0.257,0.333,0.449,0.782,5.0
448,5.1,91.0,48.0,0.231,0.311,0.391,0.702,6.0
449,3.0,92.0,49.0,0.234,0.324,0.407,0.731,6.0
450,6.0,91.0,64.0,0.231,0.301,0.367,0.668,0.0
451,0.1,38.0,22.0,0.25,0.32,0.404,0.723,8.0
452,4.0,89.0,59.0,0.23,0.307,0.38,0.687,0.0
453,3.0,87.0,44.0,0.269,0.345,0.497,0.843,2.0
454,5.2,85.0,55.0,0.253,0.33,0.428,0.759,6.0
455,4.0,92.0,44.0,0.238,0.312,0.417,0.729,5.0
456,4.2,94.0,59.0,0.266,0.325,0.431,0.756,3.0
457,5.0,103.0,63.0,0.27,0.342,0.458,0.8,1.0
458,5.0,100.0,61.0,0.222,0.298,0.376,0.674,3.0
459,7.0,85.0,57.0,0.229,0.313,0.403,0.716,7.0
460,4.2,101.0,61.0,0.28,0.356,0.541,0.896,5.0
461,4.1,94.0,53.0,0.201,0.265,0.292,0.557,5.0
462,7.0,98.0,61.0,0.155,0.254,0.265,0.519,3.0
463,3.1,85.0,54.0,0.366,0.447,0.561,1.008,5.0
464,7.0,113.0,75.0,0.242,0.311,0.382,0.693,4.0
465,6.0,80.0,50.0,0.236,0.304,0.39,0.694,8.0
466,6.2,99.0,66.0,0.242,0.31,0.381,0.692,5.0
467,8.0,95.0,66.0,0.236,0.303,0.391,0.695,5.0
468,7.1,98.0,64.0,0.22,0.286,0.36,0.647,5.0
469,7.0,105.0,70.0,0.227,0.295,0.378,0.672,6.0
470,6.0,104.0,61.0,0.24,0.324,0.431,0.755,8.0
471,5.2,107.0,67.0,0.238,0.306,0.392,0.698,8.0
472,5.0,77.0,54.0,0.237,0.306,0.392,0.698,7.0
473,6.0,97.0,59.0,0.25,0.321,0.416,0.736,5.0
474,5.1,87.0,55.0,0.229,0.286,0.337,0.624,5.0
475,6.0,97.0,68.0,0.256,0.317,0.412,0.729,4.0
476,7.0,86.0,63.0,0.244,0.308,0.378,0.686,7.0
477,7.1,80.0,50.0,0.234,0.317,0.386,0.703,6.0
478,5.2,101.0,67.0,0.212,0.273,0.329,0.603,7.0
479,7.0,80.0,50.0,0.261,0.326,0.418,0.743,5.0
480,6.2,106.0,68.0,0.232,0.31,0.4,0.711,6.0
481,5.1,94.0,58.0,0.248,0.327,0.438,0.765,6.0
482,6.0,86.0,57.0,0.23,0.301,0.373,0.674,5.0
483,6.0,90.0,56.0,0.233,0.296,0.353,0.649,7.0
484,7.2,102.0,68.0,0.236,0.291,0.361,0.652,4.0
485,6.0,98.0,71.0,0.248,0.318,0.418,0.736,5.0
486,8.0,83.0,63.0,0.219,0.291,0.351,0.642,9.0
487,6.0,82.0,57.0,0.235,0.302,0.376,0.678,4.0
488,5.0,95.0,61.0,0.257,0.323,0.4,0.723,4.0
489,6.0,91.0,55.0,0.25,0.324,0.428,0.752,3.0
490,7.0,92.0,63.0,0.229,0.275,0.344,0.619,7.0
491,6.0,95.0,70.0,0.203,0.278,0.344,0.622,7.0
492,6.0,80.0,50.0,0.224,0.291,0.376,0.667,5.0
493,6.0,89.0,52.0,0.214,0.316,0.351,0.667,6.0
494,5.2,102.0,64.0,0.24,0.314,0.422,0.736,10.0
495,6.0,99.0,60.0,0.24,0.319,0.424,0.744,8.0
496,8.0,97.0,62.0,0.241,0.319,0.427,0.746,7.0
497,5.2,101.0,62.0,0.236,0.323,0.397,0.72,10.0
498,5.0,89.0,53.0,0.237,0.316,0.409,0.725,4.0
499,6.1,103.0,69.0,0.24,0.306,0.396,0.703,2.0
500,6.0,80.0,50.0,0.251,0.331,0.416,0.747,8.0
501,3.0,53.0,33.0,0.257,0.331,0.415,0.746,5.0
502,6.2,114.0,78.0,0.251,0.313,0.422,0.735,2.0
503,5.0,80.0,50.0,0.256,0.32,0.437,0.757,11.0
504,7.0,89.0,59.0,0.243,0.303,0.392,0.695,4.0
505,3.2,88.0,48.0,0.231,0.317,0.396,0.713,4.0
506,7.0,109.0,71.0,0.229,0.315,0.391,0.706,9.0
507,6.0,97.0,69.0,0.234,0.299,0.39,0.689,10.0
508,3.1,69.0,44.0,0.239,0.303,0.4,0.703,6.0
509,6.0,93.0,59.0,0.254,0.314,0.43,0.745,6.0
510,5.0,90.0,54.0,0.253,0.34,0.406,0.746,5.0
511,3.1,80.0,50.0,0.231,0.301,0.366,0.667,4.0
512,6.0,88.0,60.0,0.23,0.318,0.379,0.697,5.0
513,5.0,74.0,52.0,0.248,0.337,0.444,0.781,1.0
514,4.0,60.0,39.0,0.248,0.34,0.436,0.776,6.0
515,6.0,89.0,59.0,0.236,0.302,0.413,0.716,7.0
516,4.2,80.0,50.0,0.247,0.328,0.435,0.763,6.0
517,6.0,81.0,51.0,0.164,0.311,0.311,0.622,2.0
518,4.0,85.0,58.0,0.246,0.309,0.414,0.722,6.0
519,3.2,85.0,54.0,0.247,0.309,0.414,0.723,4.0
520,4.0,80.0,53.0,0.271,0.341,0.472,0.814,4.0
521,6.0,90.0,63.0,0.254,0.325,0.43,0.756,4.0
522,5.2,83.0,50.0,0.275,0.353,0.489,0.841,3.0
523,6.0,65.0,45.0,0.243,0.32,0.443,0.763,3.0
524,4.0,76.0,51.0,0.254,0.337,0.455,0.792,3.0
525,5.0,95.0,58.0,0.239,0.322,0.406,0.728,1.0
526,5.0,80.0,50.0,0.212,0.272,0.349,0.621,3.0
527,4.2,84.0,53.0,0.265,0.338,0.466,0.805,2.0
528,6.0,69.0,45.0,0.266,0.34,0.439,0.779,4.0
529,5.0,80.0,50.0,0.269,0.341,0.492,0.833,5.0
530,3.2,73.0,45.0,0.271,0.342,0.494,0.836,6.0
531,4.1,72.0,49.0,0.254,0.326,0.432,0.757,4.0
532,4.0,87.0,54.0,0.26,0.337,0.457,0.794,2.0
533,3.0,73.0,40.0,0.26,0.336,0.457,0.793,4.0
534,7.0,95.0,61.0,0.26,0.343,0.477,0.82,2.0
535,5.1,102.0,75.0,0.242,0.319,0.438,0.757,5.0
536,3.2,76.0,43.0,0.272,0.345,0.486,0.831,5.0
537,6.0,96.0,62.0,0.255,0.328,0.434,0.762,2.0
538,6.0,76.0,48.0,0.247,0.312,0.399,0.71,4.0
539,5.0,93.0,54.0,0.251,0.323,0.424,0.748,2.0
540,5.1,80.0,50.0,0.234,0.292,0.386,0.678,2.0
541,4.2,80.0,45.0,0.272,0.345,0.462,0.808,7.0
542,5.0,75.0,56.0,0.27,0.344,0.459,0.803,2.0
543,4.0,75.0,50.0,0.257,0.332,0.441,0.773,4.0
544,5.1,86.0,51.0,0.246,0.322,0.444,0.766,1.0
545,5.0,90.0,55.0,0.244,0.305,0.408,0.713,3.0
546,6.0,92.0,55.0,0.243,0.32,0.44,0.761,6.0
547,5.2,95.0,67.0,0.253,0.325,0.427,0.752,6.0
548,5.0,80.0,53.0,0.247,0.322,0.423,0.746,10.0
549,5.0,99.0,66.0,0.273,0.347,0.463,0.81,6.0
550,5.0,95.0,54.0,0.265,0.34,0.465,0.804,4.0
551,5.0,100.0,60.0,0.241,0.303,0.401,0.704,2.0
552,3.0,73.0,41.0,0.245,0.309,0.404,0.714,5.0
553,5.1,104.0,67.0,0.26,0.337,0.455,0.791,3.0
554,3.2,85.0,51.0,0.259,0.337,0.443,0.781,4.0
555,3.0,69.0,42.0,0.266,0.342,0.473,0.815,0.0
556,6.0,95.0,56.0,0.256,0.319,0.449,0.769,4.0
557,6.0,80.0,50.0,0.264,0.327,0.461,0.788,3.0
558,3.0,64.0,35.0,0.257,0.332,0.441,0.773,2.0
559,6.0,80.0,50.0,0.255,0.341,0.433,0.774,1.0
560,3.0,54.0,31.0,0.254,0.318,0.409,0.727,5.0
561,6.0,103.0,66.0,0.255,0.322,0.414,0.736,4.0
562,7.0,99.0,64.0,0.255,0.323,0.487,0.81,11.0
563,4.0,80.0,50.0,0.242,0.325,0.409,0.734,6.0
564,5.0,84.0,46.0,0.246,0.317,0.422,0.739,2.0
565,4.0,59.0,35.0,0.245,0.313,0.426,0.738,4.0
566,6.0,89.0,52.0,0.266,0.34,0.474,0.814,2.0
567,5.0,80.0,50.0,0.238,0.313,0.388,0.701,5.0
568,6.0,80.0,50.0,0.174,0.255,0.239,0.494,5.0
569,5.0,90.0,55.0,0.12,0.221,0.196,0.417,5.0
570,5.0,79.0,50.0,0.269,0.341,0.493,0.833,8.0
571,5.0,83.0,51.0,0.246,0.308,0.411,0.72,3.0
572,5.0,75.0,50.0,0.271,0.341,0.473,0.814,4.0
573,4.2,92.0,53.0,0.253,0.326,0.43,0.756,7.0
574,5.0,82.0,57.0,0.276,0.352,0.49,0.842,4.0
575,4.0,80.0,50.0,0.244,0.321,0.444,0.765,6.0
576,6.0,86.0,50.0,0.242,0.319,0.438,0.757,4.0
577,6.0,89.0,53.0,0.271,0.344,0.484,0.829,3.0
578,3.2,80.0,50.0,0.255,0.328,0.435,0.763,6.0
579,6.0,87.0,58.0,0.245,0.305,0.407,0.711,2.0
580,3.0,53.0,35.0,0.233,0.291,0.384,0.675,2.0
581,1.1,48.0,26.0,0.272,0.345,0.462,0.807,3.0
582,6.0,89.0,63.0,0.24,0.303,0.402,0.704,0.0
583,2.2,64.0,43.0,0.271,0.345,0.459,0.805,5.0
584,3.1,88.0,51.0,0.263,0.338,0.46,0.799,1.0
585,6.1,102.0,65.0,0.264,0.341,0.449,0.789,4.0
586,6.2,102.0,61.0,0.267,0.343,0.473,0.816,7.0
587,5.0,96.0,59.0,0.238,0.298,0.401,0.7,7.0
588,5.0,92.0,55.0,0.257,0.334,0.448,0.781,4.0
589,4.2,80.0,50.0,0.258,0.335,0.439,0.774,4.0
590,6.0,112.0,62.0,0.228,0.287,0.406,0.693,5.0
591,6.0,87.0,52.0,0.255,0.318,0.409,0.728,10.0
592,5.2,102.0,57.0,0.222,0.285,0.368,0.653,4.0
593,2.0,63.0,37.0,0.261,0.327,0.495,0.822,7.0
594,7.0,80.0,50.0,0.252,0.334,0.453,0.787,1.0
